file_id,file,main_image,image_component,patient_id,license,file_size,caption,case_substring,image_type,image_subtype,radiology_region,radiology_region_granular,radiology_view,ml_labels_for_supervised_classification,gt_labels_for_semisupervised_classification,is_chest
file_0028002,PMC4153165_Tanaffos-10-064-g004_undivided_1_1.webp,PMC4153165_01_Tanaffos-10-064-g004.jpg,undivided,PMC4153165_01,CC BY-NC,13696,Portable chest X-ray on the second day revealed increased infiltration.,['Figures 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028004,PMC4153169_Tanaffos-10-060-g002_undivided_1_1.webp,PMC4153169_01_Tanaffos-10-060-g002.jpg,undivided,PMC4153169_01,CC BY-NC,14104,Chest X-ray showing bilateral first rib fracture with no intrathoracic lung parenchymal or major vascular injury.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028028,PMC4153210_Tanaffos-11-052-g003_undivided_1_1.webp,PMC4153210_01_Tanaffos-11-052-g003.jpg,undivided,PMC4153210_01,CC BY-NC,17856,Chest X-ray after one-year showed no visible residual cysts.,['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028030,PMC4153220_Tanaffos-11-060-g001_undivided_1_1.webp,PMC4153220_01_Tanaffos-11-060-g001.jpg,undivided,PMC4153220_01,CC BY-NC,22306,Chest X-ray showing a large mass in the right cardiophrenic triangle.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0028034,PMC4153222_Tanaffos-11-063-g002_undivided_1_1.webp,PMC4153222_01_Tanaffos-11-063-g002.jpg,undivided,PMC4153222_01,CC BY-NC,8376,Chest X-Ray showing left sided consolidation with pleural reaction and right sided diffuse pneumonitic changes.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028040,PMC4153224_Tanaffos-11-069-g003_undivided_1_1.webp,PMC4153224_01_Tanaffos-11-069-g003.jpg,undivided,PMC4153224_01,CC BY-NC,8784,Chest radiography of patient.,['Figures 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028057,PMC4153269_Tanaffos-12-053-g001_undivided_1_1.webp,PMC4153269_01_Tanaffos-12-053-g001.jpg,undivided,PMC4153269_01,CC BY-NC,7002,Chest X-ray demonstrated right hydropneumothorax in spontaneous perforation of distal esophagus (Boerhaave's syndrome).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028059,PMC4153270_Tanaffos-12-058-g001_undivided_1_1.webp,PMC4153270_01_Tanaffos-12-058-g001.jpg,undivided,PMC4153270_01,CC BY-NC,13472,Chest X-ray showing bilateral diffuse high density micro-nodular opacities.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0028064,PMC4153276_Tanaffos-13-052-g001_undivided_1_1.webp,PMC4153276_01_Tanaffos-13-052-g001.jpg,undivided,PMC4153276_01,CC BY-NC,9096,Chest X ray displaying consolidation in the right upper lobe.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0028067,PMC4153279_Tanaffos-13-061-g001_undivided_1_1.webp,PMC4153279_01_Tanaffos-13-061-g001.jpg,undivided,PMC4153279_01,CC BY-NC,26936,CXR shows multiple bilateral well defined pulmonary nodules and masses.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0028088,PMC4156028_f1000research-3-3493-g0000_undivided_1_1.webp,PMC4156028_01_f1000research-3-3493-g0000.jpg,undivided,PMC4156028_01,CC BY,35028,"A solitary, 3.5 x 6.5 cm, non-tender, minimally elevated plaque with edematous central shiny skin made more apparent on scratching the lesion with the blunt end of a pin (positive Darier's sign) with peripheral marginal hyperpigmentation over the left elbow.",['Figure 1'],radiology,x_ray,upper_limb,elbow,sagittal,"['radiology', 'upper_limb', 'sagittal', 'elbow', 'x_ray']","['radiology', 'elbow', 'upper_limb']",True
file_0028251,PMC4173327_AER-4-38-g001_undivided_1_1.webp,PMC4173327_01_AER-4-38-g001.jpg,undivided,PMC4173327_01,CC BY-NC-SA,7106,Cardiomegaly with dilated pulmonary arteries. Peripheral pruning of the lung fields also seen.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0028253,PMC4173365_AER-5-92-g001_undivided_1_1.webp,PMC4173365_01_AER-5-92-g001.jpg,undivided,PMC4173365_01,CC BY-NC-SA,10688,Air-fluid level in the left hemithorax with mediastinal shift towards the right side resembling left hydropneumothorax. On careful inspection a curvilinear line is noted (white arrows) which represents the gastric outline with lung markings above it.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0028254,PMC4173365_AER-5-92-g002_undivided_1_1.webp,PMC4173365_01_AER-5-92-g002.jpg,undivided,PMC4173365_01,CC BY-NC-SA,9484,Following tube thoracostomy chest tubes are seen within the gut lumen (black arrows). The gastric outline is marked with the white arrow.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0028256,PMC4173378_AER-5-105-g001_undivided_1_1.webp,PMC4173378_01_AER-5-105-g001.jpg,undivided,PMC4173378_01,CC BY-NC-SA,29580,Wholebody scanned image showing the hydatid cyst in the left lung and liver.,['Figure 1'],radiology,x_ray,abdomen,abdomen,frontal,"['abdomen', 'radiology', 'frontal', 'x_ray']",[],True
file_0028263,PMC4173424_AER-6-94-g001_undivided_1_1.webp,PMC4173424_01_AER-6-94-g001.jpg,undivided,PMC4173424_01,CC BY-NC-SA,14334,X-ray chest sohwing pneumothrorax.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028269,PMC4173507_AER-7-127-g001_right_1_1.webp,PMC4173507_01_AER-7-127-g001.jpg,right,PMC4173507_01,CC BY-NC-SA,11214,Chest X-ray showing dextrocardia and right-sided gastric air bubble indicating the presence of both dextrocardia and situs inversus (the most common combination). There was no radiological evidence of bronchiectasis.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0028281,PMC4173589_AER-8-86-g001_undivided_1_1.webp,PMC4173589_01_AER-8-86-g001.jpg,undivided,PMC4173589_01,CC BY-NC-SA,9370,Chest X-ray in the immediate post operative period.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028282,PMC4173589_AER-8-86-g002_undivided_1_1.webp,PMC4173589_01_AER-8-86-g002.jpg,undivided,PMC4173589_01,CC BY-NC-SA,9454,Chest X-ray after 24 hours.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028454,PMC4189859_PAMJ-17-261-g001_undivided_1_1.webp,PMC4189859_01_PAMJ-17-261-g001.jpg,undivided,PMC4189859_01,CC BY,45306,Neonatal chest X-ray showing catheter in esophagus at T6 vertebral level and intrathoracic gastric bubble in the mediastinum.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0028551,PMC4200884_gr1_A_1_2.webp,PMC4200884_01_gr1.jpg,a,PMC4200884_01,CC BY-NC-SA,5906,(A) Chest radiograph showing a dilated oesophagus (red arrows). A nasogastric tube is seen in the lumen of the oesophagus. Oesophageal contents are visible as a fluid level (white arrows) behind the right heart border.,['Fig. 1'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028572,PMC4204234_JCIS-4-50-g004_undivided_1_1.webp,PMC4204234_01_JCIS-4-50-g004.jpg,undivided,PMC4204234_01,CC BY-NC-SA,7654,"36-year-old woman with a history of autoimmune hepatitis and two prior orthotopic liver transplants who presented 5 years after her most recent transplant with a chief complaint of progressive bilateral lower extremity edema and weight gain was diagnosed with transplant-related, initially angioplasty-resistant IVC stenosis. Inferior vena cavagram performed following multiple venoplasty sessions reveals excellent response to therapy, with luminal diameter enlargement to 10-11 mm (arrowhead).",['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0028694,PMC4220418_JCIS-4-55-g002_a_1_3.webp,PMC4220418_01_JCIS-4-55-g002.jpg,a,PMC4220418_01,CC BY-NC-SA,3986,Case 1. 6-year-old boy who presented with a short neck and bilateral lumps on his neck was diagnosed with bilateral Sprengel deformity. A) An AP X-ray of the thorax shows asymmetrical position of the scapulae and high position of scapular bases (arrows); compare the level of the glenoid cavity (asterisk) and infraglenoid tubercle (arrowhead) on each side.,['Figure 1'],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0028695,PMC4220418_JCIS-4-55-g002_b_2_3.webp,PMC4220418_01_JCIS-4-55-g002.jpg,b,PMC4220418_01,CC BY-NC-SA,3912,Case 1. 6-year-old boy who presented with a short neck and bilateral lumps on his neck was diagnosed with bilateral Sprengel deformity. B) An AP X-ray of the cervical-upper thoracic spine demonstrates thoracic spine scoliosis (arrows) and fused ribs (asterisks).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0028696,PMC4220418_JCIS-4-55-g002_c_3_3.webp,PMC4220418_01_JCIS-4-55-g002.jpg,c,PMC4220418_01,CC BY-NC-SA,2184,Case 1. 6-year-old boy who presented with a short neck and bilateral lumps on his neck was diagnosed with bilateral Sprengel deformity. C) Lateral X-ray of the cervical-upper thoracic spine shows disturbance of the normal thoracic spine kyphosis (arrows).,['Figure 1'],radiology,x_ray,neck,neck,sagittal,"['neck', 'radiology', 'sagittal', 'x_ray']","['radiology', 'x_ray']",True
file_0028786,PMC4232025_PAMJ-18-104-g001_undivided_1_1.webp,PMC4232025_02_PAMJ-18-104-g001.jpg,undivided,PMC4232025_02,CC BY,6234,Chest radiograph showing a homogenous opacity in the right hemithorax.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0028872,PMC4237689_40064_2014_1367_Fig3_HTML_undivided_1_1.webp,PMC4237689_01_40064_2014_1367_Fig3_HTML.jpg,undivided,PMC4237689_01,CC BY,16710,An anterio-posterior chest X-ray was unremarkable for any tuberculotic lesions excluding the co-existence of pulmonary tuberculosis.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0029376,PMC4272467_MA-68-65-g001_undivided_1_1.webp,PMC4272467_01_MA-68-65-g001.jpg,undivided,PMC4272467_01,CC BY-NC-SA,4116,Chest X-ray: normal.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0029377,PMC4272467_MA-68-65-g002_undivided_1_1.webp,PMC4272467_01_MA-68-65-g002.jpg,undivided,PMC4272467_01,CC BY-NC-SA,4116,Chest CT shows a low attenuation endobronchial mass obstructing the anterior bronchus of the right lower lob (coronal view).,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0029380,PMC4272502_MA-68-144-g001_undivided_1_1.webp,PMC4272502_01_MA-68-144-g001.jpg,undivided,PMC4272502_01,CC BY-NC-SA,12558,Chest radiography demonstrating cardiomegaly.,['Figures 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0029511,PMC4279988_astr-88-48-g003_A_1_2.webp,PMC4279988_01_astr-88-48-g003.jpg,a,PMC4279988_01,CC BY-NC,11208,(A) Chest x-ray on postoperative day 7. Diffuse ground glass opacity in the both upper lobe of the lung.,['Fig. 3A'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0029512,PMC4279988_astr-88-48-g003_B_2_2.webp,PMC4279988_01_astr-88-48-g003.jpg,b,PMC4279988_01,CC BY-NC,9886,(B) Chest x-ray on the seventh day of antifungal treatment. Disappearance of diffuse ground glass opacity in the both upper lobe of the lung.,['Fig. 3B'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0029884,PMC4298925_LI-32-67-g003_undivided_1_1.webp,PMC4298925_01_LI-32-67-g003.jpg,undivided,PMC4298925_01,CC BY-NC-SA,13096,Chest X-ray at time of presentation.,['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0029887,PMC4298925_LI-32-67-g007_undivided_1_1.webp,PMC4298925_01_LI-32-67-g007.jpg,undivided,PMC4298925_01,CC BY-NC-SA,9628,Current chest X-ray.,['Figure 7'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030025,PMC4306079_s12245-014-0040-5-1_undivided_1_1.webp,PMC4306079_01_s12245-014-0040-5-1.jpg,undivided,PMC4306079_01,CC BY,6116,A chest roentgenogram showed a ring-shaped pericardial calcification (arrows).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030033,PMC4307707_wjem-16-165-g001_A_1_2.webp,PMC4307707_01_wjem-16-165-g001.jpg,a,PMC4307707_01,CC BY,7016,Chest radiograph.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030056,PMC4309166_f1000research-3-5738-g0000_a_1_2.webp,PMC4309166_01_f1000research-3-5738-g0000.jpg,a,PMC4309166_01,CC BY,2334,A) Frontal chest radiograph during initial presentation.,['Figure 1a'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030057,PMC4309166_f1000research-3-5738-g0000_b_2_2.webp,PMC4309166_01_f1000research-3-5738-g0000.jpg,b,PMC4309166_01,CC BY,1678,B) Lateral chest radiograph during initial presentation.,[],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030524,PMC4322404_APC-8-56-g001_C_1_1.webp,PMC4322404_01_APC-8-56-g001.jpg,c,PMC4322404_01,CC BY-NC-SA,14306,"Patient 1, anterior projection of selective angiogram into the aorto-pulmonary collateral during coil embolization (C). There is an anomalous right Scimitar vein (SV) draining to the inferior vena cava (IVC) which was stenosed at the junction with inferior vena cava and connected to the right upper pulmonary vein (RUPV) draining to left atrium by a large and tortuous fistula (*). There is dextroposition of the heart.",['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'angiography']",True
file_0030525,PMC4322404_APC-8-56-g002_undivided_1_1.webp,PMC4322404_04_APC-8-56-g002.jpg,undivided,PMC4322404_04,CC BY-NC-SA,37838,"Patient 2, selective injection in IVC showing anomalous drainage of all the right pulmonary veins (RPV) to the hepatic vein with severe pulmonary vein stenosis and a collateral vessel between the right pulmonary vein and artery (*).",['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0030526,PMC4322405_APC-8-59-g001_undivided_1_1.webp,PMC4322405_01_APC-8-59-g001.jpg,undivided,PMC4322405_01,CC BY-NC-SA,10392,"Right ventriculogram in lateral view [Video 1] shows thickened and doming pulmonary valve (PV) shown in arrow, dilated main pulmonary artery (MPA) and adequately open right ventricular outflow tract (RVOT).",['Figure 1'],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']","['radiology', 'sagittal']",True
file_0030530,PMC4322405_APC-8-59-g005_undivided_1_1.webp,PMC4322405_01_APC-8-59-g005.jpg,undivided,PMC4322405_01,CC BY-NC-SA,22198,The device (arrow) appeared well-aligned on the right ventricular (RV) side [Video 5]. MPA = Main pulmonary artery.,['Figure 5'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']",[],True
file_0030539,PMC4322408_APC-8-71-g002_undivided_1_1.webp,PMC4322408_01_APC-8-71-g002.jpg,undivided,PMC4322408_01,CC BY-NC-SA,6630,Chest and abdominal X-ray on presentation.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0030544,PMC4322409_APC-8-74-g005_undivided_1_1.webp,PMC4322409_01_APC-8-74-g005.jpg,undivided,PMC4322409_01,CC BY-NC-SA,28816,Deployment of 18 mm ASO by pulmonary vein technique.,['Figure 5'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0030687,PMC4325191_595_2013_821_Fig2_HTML_a_1_2.webp,PMC4325191_01_595_2013_821_Fig2_HTML.jpg,a,PMC4325191_01,CC BY,1582,"Chest X-ray and CT images upon admission. A; Lobar pneumonia of the right lung, atelectasis of the right inferior lobe and right pneumothorax.",['Fig. 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",['radiology'],True
file_0030691,PMC4325191_595_2013_821_Fig4_HTML_b_2_2.webp,PMC4325191_01_595_2013_821_Fig4_HTML.jpg,b,PMC4325191_01,CC BY,7878,A schematic diagram of the two-stage operation. B; The second procedure: esophageal reconstruction was performed using a pedicled jejunum with a microvascular anastomosis through the subcutaneous route in the anterior chest wall.,['Fig. 4b'],radiology,x_ray,lower_limb,lower_leg,oblique,"['radiology', 'lower_limb', 'oblique', 'x_ray', 'lower_leg']",[],True
file_0030910,PMC4333437_ABR-4-30-g001_undivided_1_1.webp,PMC4333437_01_ABR-4-30-g001.jpg,undivided,PMC4333437_01,CC BY-NC-SA,16268,Posteroanterior chest X-ray.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0030971,PMC4335161_JETS-8-55-g001_undivided_1_1.webp,PMC4335161_01_JETS-8-55-g001.jpg,undivided,PMC4335161_01,CC BY-NC-SA,23778,Mobile chest X-ray displaying oligemic lung fields.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030980,PMC4335596_f1000research-3-6419-g0000_undivided_1_1.webp,PMC4335596_01_f1000research-3-6419-g0000.jpg,undivided,PMC4335596_01,CC BY,22426,Chest radiograph showing a hemopneumothorax of the left lung.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0030981,PMC4335596_f1000research-3-6419-g0001_undivided_1_1.webp,PMC4335596_01_f1000research-3-6419-g0001.jpg,undivided,PMC4335596_01,CC BY,17224,Chest radiograph one hour after drainage of the left hemopneumothorax showing bilateral pulmonary edema.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031026,PMC4337245_13037_2014_49_Fig1_HTML_undivided_1_1.webp,PMC4337245_01_13037_2014_49_Fig1_HTML.jpg,undivided,PMC4337245_01,CC BY,11690,Portable AP Chest X-ray showing the fractured access needle within the left anterior chest wall.,[],radiology,x_ray,thorax,thorax,periapical,"['thorax', 'radiology', 'periapical', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031373,PMC4353927_gr4_undivided_1_1.webp,PMC4353927_01_gr4.jpg,undivided,PMC4353927_01,CC BY-NC-SA,12218,"Multiple pulmonary nodules in both lung fields, more in lower zones.",['Fig. 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0031416,PMC4356724_CCR-11-163_F2_undivided_1_1.webp,PMC4356724_01_CCR-11-163_F2.jpg,undivided,PMC4356724_01,CC BY-NC,15926,"Chest radiograph shows cardiomegaly, dilated main and left pulmonary artery with peripheral pruning.",['Fig. 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031456,PMC4357143_40557_2015_56_Fig1_HTML_undivided_1_1.webp,PMC4357143_01_40557_2015_56_Fig1_HTML.jpg,undivided,PMC4357143_01,CC BY,9558,"Plain chest radiograph indicates lucent upper lobes in both lungs suggesting emphysema. Evidence of lucent upper lobes in both lungs suggests emphysema. In addition, diffuse pleural thickenings with pleural calcifications present in the right middle and lower thorax. Linear atelectasis or fibrotic scars also present in the left lower lobe. Although the patient stated no history of asbestos exposure, asbestos exposure might have occurred while installing boilers.",['Figures 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031537,PMC4361837_JCVJS-6-40-g002_a_1_2.webp,PMC4361837_01_JCVJS-6-40-g002.jpg,a,PMC4361837_01,CC BY-NC-SA,4040,Preoperative X-rays of the chest.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031718,PMC4366828_IJCIIS-5-46-g001_undivided_1_1.webp,PMC4366828_01_IJCIIS-5-46-g001.jpg,undivided,PMC4366828_01,CC BY-NC-SA,15722,Chest X-ray demonstrated herniation of abdominal content into the left pleural cavity (Patient 1; seatbelt without airbag).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0031759,PMC4367046_JNSBM-6-232-g006_undivided_1_1.webp,PMC4367046_01_JNSBM-6-232-g006.jpg,undivided,PMC4367046_01,CC BY-NC-SA,17846,"A 17-month-old girl presented with below average height and weight gain, subsequently diagnosed as having cleidocranial dysplasia. Frontal chest radiograph showing absent right and hypoplastic left clavicles, bell shaped thorax and narrow upper chest.",['Figures 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031806,PMC4367175_fped-03-00019-g001_undivided_1_1.webp,PMC4367175_01_fped-03-00019-g001.jpg,undivided,PMC4367175_01,CC BY,20096,Chest X-ray with prominent right cardiac border secondary to dilatation of the ascending aorta (double arrow) and absent aortic knob (arrow).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0031826,PMC4369869_12969_2015_5_Fig2_HTML_undivided_1_1.webp,PMC4369869_01_12969_2015_5_Fig2_HTML.jpg,undivided,PMC4369869_01,CC BY,9372,Posteroanterior chest radiograph at presentation revealed a markedly enlarged cardiac silhouette and a left-sided pulmonary infiltrate.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0031896,PMC4374287_40248_2015_9_Fig1_HTML_undivided_1_1.webp,PMC4374287_01_40248_2015_9_Fig1_HTML.jpg,undivided,PMC4374287_01,CC BY,7752,"Multiple nodules and ground-glass opacities. The chest x-ray showed multiple nodules in the right upper lung field, and mixed ground-glass and airspace opacities in the entire right lung.",['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0032070,PMC4383126_AER-9-112-g003_undivided_1_1.webp,PMC4383126_01_AER-9-112-g003.jpg,undivided,PMC4383126_01,CC BY-NC-SA,9590,Chest X-ray pa view.,['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0032079,PMC4386016_Tanaffos-13-051-g001_undivided_1_1.webp,PMC4386016_01_Tanaffos-13-051-g001.jpg,undivided,PMC4386016_01,CC BY-NC,21968,Chest X ray of the patient showing a metal density inside trachea and left main bronchus.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0032082,PMC4386018_Tanaffos-13-058-g001_undivided_1_1.webp,PMC4386018_01_Tanaffos-13-058-g001.jpg,undivided,PMC4386018_01,CC BY-NC,12852,Chest X-ray (posteroanterior view) shows leftward shifting of the trachea and decreased rib distances in the left side. Compensatory hyperinflation in contralateral hemithorax was also noted.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0032126,PMC4386196_pjms-31-236-g001_undivided_1_1.webp,PMC4386196_01_pjms-31-236-g001.jpg,undivided,PMC4386196_01,CC BY,11272,Chest X ray: showing a huge homogenous opacity on the right side displacing mediastinum to the left.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0032503,PMC4400459_ndtplussfr158f02_ht_B_2_2.webp,PMC4400459_01_ndtplussfr158f02_ht.jpg,b,PMC4400459_01,CC BY-NC,4892,Performed after the second chest pain attack demonstrating a dissection in the distal left anterior descending coronary artery.,['Figure 2B'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']",[],True
file_0032564,PMC4406529_can-9-524fig2_undivided_1_1.webp,PMC4406529_01_can-9-524fig2.jpg,undivided,PMC4406529_01,CC BY,11154,Chest x-ray PA digital view did not reveal any major abnormalities except for marginal increase of cardiac size in transverse diameter.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0032580,PMC4407935_PAMJ-19-363-g001_undivided_1_1.webp,PMC4407935_01_PAMJ-19-363-g001.jpg,undivided,PMC4407935_01,CC BY,7460,Chest x-ray showing nodular opacities in both lung fields.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
